upc_code,upc_description,aisle
69559318737,"Halo Top Mint Chip Light Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream
60505173555,"Halo Top Chocolate Chip Cookie Dough Ice Cream, 16 Fl oz (Frozen)",ice cream
27715338384,"Ben & Jerry's half baked Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream
99023139068,"Halo Top Birthday Cake Light Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream
44001010178,Ben & Jerry's Ice Cream Mint Chocolate Cookie Non-GMO 16 oz,ice cream
25661892564,"Ben & Jerry's Chocolate Chip Cookie Dough Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream
73428395674,Breyers Classics Ice Cream for a Delicious Frozen Treat Mint Chocolate Chip Made with 100% Grade A Milk & Cream 48 oz,ice cream
42320453139,"Breyers Ice Cream, Chocolate Snack Cups, 3 oz, 10 ct",ice cream
89237589075,"Ben & Jerry's Cherry Garcia Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream
84561197490,"Ben & Jerry's Ice Cream, Chocolate Fudge Brownie, 1 pt",ice cream
11093144697,Ben & Jerry's Ice Cream Phish Food Non-GMO 16 oz,ice cream
84640761125,"Ben & Jerry's Stephen Colbert's Americone Dream Ice Cream, 1 pt, 16 fl oz (Frozen)",ice cream
71919590402,Ben & Jerry's Non-Dairy Frozen Dessert Peanut Butter and Cookies Certified vegan ice cream 16 oz,ice cream
35677821117,Ben & Jerry's Ice Cream Strawberry Cheesecake Non-GMO 16 oz,ice cream
10263344423,"Haagen-Dazs Ice Cream, Vanilla Bean, 14 oz (Frozen)",ice cream
27206850124,"Haagen-Dazs, Vanilla Ice Cream 28 oz (Frozen)",ice cream
93690748768,"Skinny Cow Gone Wild Low Fat Ice Cream Sandwiches Box, vanilla, 24 Fl Oz, (Pack of 6)",ice cream
14725148247,"Haagen-Dazs Coffee Ice Cream, 14 fl oz (Frozen)",ice cream
22816128807,Ben & Jerry's Non-Dairy Frozen Dessert Cherry Garcia Certified Vegan ice cream 16 oz,ice cream
25503084094,"Haagen-Dazs Ice Cream, White Chocolate Raspberry Truffle, 14 oz (Frozen)",ice cream
72862217551,"Haagen-Dazs Ice Cream, Chocolate, 14 oz (Frozen)",ice cream
32635111070,"MorningStar Farms Veggie Burgers, Plant Based Protein, Frozen Meal, Spicy Black Bean, 9.5oz Bag (4 Burgers)",meat alternatives
90746072412,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",meat alternatives
39420438060,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",meat alternatives
26629143098,"Gardein Ultimate Plant-Based Burger, Vegan, 1/4 lb. Frozen Patties, 2 Count, 8 oz",meat alternatives
20601969984,"Gardein Lightly Breaded Plant-Based Turk'y Cutlets, Vegan, Frozen, 12.3 oz.",meat alternatives
11087129692,"Gardein Sweet & Tangy Barbecue Plant-Based Wings, Vegan, Frozen, 9 oz.",meat alternatives
20909306850,"Lightlife Smart Dogs, Veggie, 12 oz",meat alternatives
29798384820,"Gardein Teriyaki Plant-Based Chick'n Strips, Vegan, Frozen, 10.5 oz.",meat alternatives
33558579273,"Lightlife, Tempeh Original Soy Organic oz, 8 Ounce",meat alternatives
98272408741,"Lightlife, Tempeh, Three Grain, USDA Organic, 8 oz",meat alternatives
61406022287,"Beyond Meat Plant-Based Feisty Crumbles, Vegan, 10 Oz",meat alternatives
73925814576,"Gardein Plant-Based Protein Beefless Tips, Vegan, Frozen, 9 oz.",meat alternatives
80722892351,"Gardein Sweet & Sour Plant-Based Porkless Bites, Vegan, Frozen, 10.5 oz.",meat alternatives
37410336155,"Tofurky, Deli Slices, Peppered, 5.5 oz",meat alternatives
72420645831,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",meat alternatives
72084853415,"MorningStar Farms Veggitizers Meatless Chicken Wings, Plant Based Protein Vegan Meat, Frozen Meal, Buffalo, 10.5oz Bag (1 Bag)",meat alternatives
55550801974,BOCA Original Vegan Veggie Crumbles with Non-GMO Soy (12 oz Bag),meat alternatives
98207907002,"El Burrito, Organic Soyrizo Meatless Soy Chorizo, 12 oz",meat alternatives
80565372007,"Wildwood, Organic Sproutofu, Super Firm, 16 oz",meat alternatives
92823343209,BOCA Original Vegan Veggie Burgers (4 ct Box),meat alternatives
37672197925,"Tofurky, Deli Slices, Oven Roasted, 5.5 oz",meat alternatives
69546117565,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",meat alternatives
26518133998,"Lightlife, Smart Dogs Jumbo, 13.5 Ounce",meat alternatives
17851496142,"Beyond Meat from PlantBased Frozen oz lb. Package, Ground Beef Substitute, 16 Ounce",meat alternatives
10138173311,"PLANTERS Deluxe Salted Mixed Nuts, 34 oz. Resealable Canister - Contains Cashews, Almonds, Pecans, Pistachios & Hazelnuts Seasoned with Sea Salt",nuts and seeds
72401114680,"Wonderful Pistachios, Roasted and Salted, 16 Ounce Bag",nuts and seeds
31429132591,"PLANTERS Deluxe Mixed Nuts with Hazelnuts, 15.25 oz. Resealable Canister - Cashews, Almonds, Hazelnuts, Pistachios & Pecans Roasted in Peanut Oil with Sea Salt - Kosher Savory Snack",nuts and seeds
81740019867,"PLANTERS Roasted Pecans, 7.25 oz. Resealable Canister - Salted Pecans - Snacks for Adults - Kids Snacks - Vegan Snacks, Kosher",nuts and seeds
62371058106,"Blue Diamond Almonds Low Sodium Lightly Salted Snack Nuts, 100 Calorie Packs, 32 Count",nuts and seeds
87789718306,"Blue Diamond Almonds Wasabi & Soy Sauce Flavored Snack Nuts, 16 Oz Resealable Bag (Pack of 1)",nuts and seeds
77503108802,"Blue Diamond Almonds Salt N' Vinegar Flavored Snack Nuts, 16 Oz Resealable Bag (Pack of 1)",nuts and seeds
12521412447,"Fisher Chef's Naturals Pecan Halves, 24oz, Naturally Gluten Free, No Preservatives, Non-GMO",nuts and seeds
10576093578,"Amazon Brand - Happy Belly Pecan Halves, 16 Ounce",nuts and seeds
66600588380,"PLANTERS Fancy Whole Cashews with Sea Salt, 33 oz. Resealable Jar - Snack for Adults Made with Simple Ingredients - Good Source of Essential Nutrients - Kosher",nuts and seeds
33595970482,"Squirrel Brand, Artisan Nuts Sweet Brown Butter Cashews, 3.5 oz",nuts and seeds
42738536461,"Wonderful Pistachios, No Shells, Honey Roasted, 5.5 Ounce Resealable Pouch",nuts and seeds
22838638133,"Blue Diamond Almonds XTREMES Cayenne Pepper Flavored Snack Nuts, 6 Oz Resealable Cans (Pack of 1)",nuts and seeds
67785470158,"Carrington Farms Flax Chia Blend, Gluten Free, USDA Organic, 12 Ounce",nuts and seeds
25774836100,"Fisher Chef's Naturals Chopped Walnuts, 32 Ounces, Raw, Unsalted, Naturally Gluten Free, No Preservatives, Non-GMO, Keto, Paleo, Vegan Friendly",nuts and seeds
26877777371,"PLANTERS NUT-rition Wholesome Nut Mix, 7.5 oz Box (Contains 7 Individual Pouches) - Cashews, Almonds and Macadamias Snack Mix - No Artificial Flavors, No Artificial Colors, No Preservatives - Kosher",nuts and seeds
42813925144,"365 by WFM, Cashews Organic, 10 Ounce",nuts and seeds
67106559484,"Blue Diamond Almonds Gluten Free Smokehouse Flavored Snack Nuts, 16 Oz Resealable Bag (Pack of 1)",nuts and seeds
52120613442,"Carrington Farms Organic Chia Seeds, Gluten Free, USDA Organic, 14 Ounce",nuts and seeds
64206216266,"Wonderful Pistachios, No-Shell, Roasted and Salted, 6 Oz",nuts and seeds
60122062871,"Nut Harvest Nut & Chocolate Mix, 39 Ounce Jar",nuts and seeds
83416802670,"Fisher Snack Deluxe Mixed Nuts, 24oz Cashews, Almonds, Pecans, Brazil Nuts (No Peanuts)",nuts and seeds
76780989721,"Planters NUT-rition Energy Mix With Dried Cranberries, Lightly Salted, 5.5 oz Bag",nuts and seeds
13593298968,"Fisher Snack Honey Roasted Dry Roasted Peanuts, 14 Ounce (Pack of 1)",nuts and seeds
46079325198,"Reese Quartered Artichoke Hearts, 14 Ounces",pickled
10887162982,"Divina Stuffed Grape Leaves (Dolmas) in Can, 7 oz",pickled
83741298382,"Wild Planet Wild Yellowtail Fillets in Organic Extra Virgin Olive Oil, Skinless & Boneless, 4.4 Ounce",pickled
98233069887,"Crosse & Blackwell Premium 100% Non-Pareil Capers, 3.5 ounces",pickled
14481325699,"Mediterranean Organic Capers, 3.5 oz",pickled
30586259537,"Mezzetta Golden Greek Peperoncini, Deli-Sliced, 16 Ounce",pickled
79115079752,"Mezzetta Deli-Sliced Pepper Rings, Hot, 16 Ounce",pickled
64898652203,"Mezzetta Non-Pareil Capers, Imported Gourmet, 4 Ounce",pickled
98255915494,"Mezzetta Golden Greek Peperoncini, Whole, 16 Ounce",pickled
69193524620,"Reese Non Pareil Capers, 3.5 Oz",pickled
43806352477,"MT. Olive Jalapeno Slices Jar, Fresh Pack, 12 oz",pickled
87840766403,"Mezzetta Sweet Cherry Peppers, 16 Ounce",pickled
68012470924,"Old El Paso Pickled Jalapeno Slices, 12 oz",pickled
26630124873,"Mezzetta Deli-Sliced Pepper Rings, Mild, 16 Ounce",pickled
55812562111,"Native Forest Artichoke Hearts, Quartered, 14 Ounces",pickled
17558358305,"Mezzetta Jalapeno Peppers, Deli-Sliced Tamed, 16 Ounce",pickled
37580612045,"Vlasic Deli Style Mild Banana Pepper Rings, Keto Friendly, 12 FL OZ",pickled
54324971522,"Mezzetta Italian Mix Giardiniera, 16 Ounce",pickled
85143029209,"Green Giant Mushrooms Pieces & Stems, 4 Ounce Can",pickled
49528838338,"Manischewitz, Gefilte Fish Jelled, 24 oz",pickled
76803617466,"Brunswick Kippered Snacks, 3.53 oz",pickled
11357908385,Maille Pickles Cornichons Original 13.5 oz,pickled
50435293413,"365 by WFM, Capers Non Pareil Organic, 2 Ounce",pickled
73165410173,"365 by WFM, Artichoke Quarters In Water, 14.1 Ounce",pickled
53824877695,"DIGIORNO Pepperoni Frozen Pizza with Rising Crust, 27.5 oz.",pizza
38441682259,"Red Baron, Classic Pepperoni Pizza, 20.60 oz (Frozen)",pizza
35887625204,"DIGIORNO Four Cheese Frozen Pizza with Rising Crust, 28.2 oz.",pizza
65310810005,"Red Baron, Classic Four Cheese Pizza, 21.06 Ounce (Frozen)",pizza
75011515150,"DIGIORNO Supreme Frozen Pizza with Rising Crust, 31.5 oz.",pizza
76139493843,CALIFORNIA PIZZA KITCHEN Four Cheese Crispy Thin Crust Frozen Pizza 13.5 oz. Box,pizza
93914360315,"Annie's Three Cheese Mini Frozen Pizza Bagels, 6.65 oz, 9 ct",pizza
66515847759,CALIFORNIA PIZZA KITCHEN Signature Uncured Pepperoni Crispy Thin Crust Frozen Pizza 13.6 oz. Box,pizza
27402518947,"DiGiorno Three Meat Frozen Pizza with Rising Crust, 29.8 Ounce",pizza
28136907915,Lean Cuisine Features Four Cheese Frozen Pizza,pizza
29124058591,CALIFORNIA PIZZA KITCHEN Sicilian Recipe Crispy Thin Crust Frozen Pizza 15.5 oz. Box,pizza
43593205410,Lean Cuisine Favorites French Bread Pepperoni Frozen Pizza,pizza
26834707917,CALIFORNIA PIZZA KITCHEN White Recipe Crispy Thin Crust Frozen Pizza 13.4 oz. Box,pizza
14427255406,LEAN CUISINE COMFORT Pepperoni Pizza 6 oz. Box | Delicious Frozen Meals,pizza
72963625985,CALIFORNIA PIZZA KITCHEN Margherita Crispy Thin Crust Frozen Pizza 15.5 oz. Box,pizza
22537858779,"DIGIORNO Pepperoni Frozen Pizza with Original Thin Crust, 22.1 oz.",pizza
76860650373,Stouffer's Deluxe French Bread Frozen Pizza,pizza
44990073518,DIGIORNO Pizzeria Primo Pepperoni Frozen Pizza on a Thin Hand-Tossed Style Crust,pizza
90450731389,"Freschetta, 4-Cheese Medley Naturally Rising Crust Pizza, 26.11 oz ( Frozen)",pizza
28098554304,"Amy's Frozen Cheese Pizza, Made with Mozzarella and Organic Tomatoes, Hand Stretched Crust, Single Serve",pizza
70676782714,CALIFORNIA PIZZA KITCHEN Crispy Thin Crust Frozen Pizza Gluten Free BBQ Recipe Chicken 10.7 oz.,pizza
74436613931,"Celeste Original Cheese Pizza for One, Individual Microwavable Frozen Pizza, 5.08 oz.",pizza
44784596735,"Red Baron, French Bread 5 Cheese and Garlic Pizza, 8.80 oz (Frozen)",pizza
52010872799,"Red Baron Brick Oven Pepperoni Pizza, 17.89 oz (frozen)",pizza
43376203025,"Orville Redenbacher’s Original Gourmet Yellow Popcorn Kernels, 30 Ounce",popcorn
62722490794,"Healthy Choice Power Dressing Plant-Based Keto Friendly Salad Dressing, 12 Fl Oz",popcorn
94749932593,"Orville Redenbacher's SmartPop! Kettle Corn Popcorn, 1.16 Ounce Single Serve Bag, 12-Count",popcorn
71964922189,"SkinnyPop Sea Salt & Pepper Popcorn, 4.4oz Grocery Size Bags, Skinny Pop, Healthy Popcorn Snacks, Gluten Free",popcorn
26801881047,"Angie's BOOMCHICKAPOP Sweet and Salty Kettle Corn Popcorn, Gluten Free, Party Size 10 oz.",popcorn
28065840392,"Orville Redenbacher's Avocado Oil Microwave Popcorn, 2.72 oz. 5-Count",popcorn
52460421175,"Bob's Red Mill Whole Yellow Popcorn, 30 Oz",popcorn
72456978426,"Cheetos Popcorn, Cheddar, 7 oz Bag",popcorn
95678768675,"Smartfood Cheddar & Caramel Mix Popcorn, 7 Ounce (Packaging May Vary)",popcorn
33911565548,"Orville Redenbacher's Ultimate Butter Popcorn, (3.29 Ounce Classic Bag, 6 Packets), 19.74 Ounce",popcorn
89571988911,"Smartfood Popcorn, White Cheddar, 6.75oz Bag",popcorn
68225011765,"Lily's Sweets, Milk Chocolate Style Caramel Popcorn, 3.5 Ounce",popcorn
77915841759,"SkinnyPop Popped Sweet & Salty Kettle Popcorn, Vegan, Gluten-free, Non-GMO, Healthy Snacks, 5.3oz Grocery Sized Bag",popcorn
20260000869,"Orville Redenbacher's Original Gourmet White Popcorn Kernels, 30 Ounce",popcorn
13835981308,"G.H. Cretors Popcorn,The Mix, 7.5 Ounce",popcorn
65925395677,"Orville Redenbacher's Kettle Corn Microwave Popcorn, 3.28 Ounce Classic Bag, 6-Count",popcorn
71719770125,"Angie’s BOOMCHICKAPOP Sea Salt Microwave Popcorn, 3.29 Fresh-Pop Bowls, 13.16 Oz",popcorn
47809937942,"Angie's BoomChickaPop Real Butter Microwave Popcorn, (4) 3.29 Ounce Fresh-Pop Bowls",popcorn
52023034366,"Smartfood White Cheddar Popcorn, 9.75oz Party Size! Bag",popcorn
92534866218,"Cheetos Popcorn, Flamin' Hot, 6.5oz Bag",popcorn
68765152198,"JIFFY POP Butter Flavored Popcorn, Stovetop Popping Pan, 4.5 oz.",popcorn
57269697112,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 3.29 Oz, 6 count",popcorn
11442801370,"Lesser Evil Buddha Bowl Himalayan Pink Organic Popcorn, 5 Oz",popcorn
40935453966,"Orville Redenbacher's Movie Theater Butter Microwave Popcorn, 3.29 Oz 6-ct bag",popcorn
44504784168,"Quaker Rice Crisps Sweet & Savory Variety Pack, 14 Count",rice cakes
20009885985,"Back to Nature Gluten Free Crackers, Non-GMO Multi-Seed Rice Thins, 4 Ounce",rice cakes
12767409505,"Quaker Rice Cakes, Chocolate Crunch, 7.23 oz",rice cakes
58163176387,"Quaker Rice Cakes, Caramel, 6.5 Oz",rice cakes
87947984222,"Quaker Rice Cakes, Lightly Salted, 4.47 oz",rice cakes
54936232579,"Good Thins Simply Salt Rice Snacks Gluten Free Crackers, 3.5 oz",rice cakes
56014054208,"Lundberg Organic Thin Stackers, Lightly Salted, 6oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",rice cakes
39326020473,"Quaker Rice Crisps, Sweet & Spicy Chili, 3.03 oz Bag",rice cakes
85223028183,"Cheez-It Gripz, Tiny Baked Snack Cheese Crackers, Original, Great for On-the-Go, 12.6oz Box (14 Count)",rice cakes
67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",rice cakes
79593405094,"Lundberg Organic Brown Rice Cakes, Cinnamon Toast, 9.5oz, Gluten-Free, Vegan, Whole Grain, Kosher, USDA Certified Organic, Non-GMO Verified",rice cakes
68162219437,"Kellogg's Club Crackers Original, Lunch Box Snacks, Snack Stacks, Family Size, 18.8oz Box (9 Count)",rice cakes
26133210362,"Kellogg's Town House Crackers, Original, Snacks with Cheese, 13.8oz Box",rice cakes
81971699980,"Beanfields Bean Chips, High Protein and Fiber, Gluten Free, Vegan Snack, Jalapeno Nacho, 5.5 Ounce",rice cakes
49393502047,"Quaker Rice Crisps, Chocolate, 3.52 oz Bag (Packaging May Vary)",rice cakes
90246166301,"Pepperidge Farm Goldfish Parmesan Crackers, 6.6 oz. Bag",rice cakes
26312476808,"Simple Mills Almond Flour Cracker Snack Pack, Farmhouse Cheddar, 4.9 oz (PACKAGING MAY VARY)",rice cakes
91135878434,"Blue Diamond Almonds Nut Thin Crackers Crisps, Smokehouse, 4.25 Oz",rice cakes
73118509025,"Lundberg Organic Brown Rice Cakes, Lightly Salted, 8.5oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",rice cakes
38318102317,"Cheez-It Grooves, Crunchy Cheese Snack Crackers, Bold Cheddar, Perfect for Snacking, 9oz Box",rice cakes
24814682827,"Lundberg Rice Chips, Sea Salt, 6 Oz",rice cakes
39540792766,"Lundberg Organic Brown Rice Cakes, Salt-Free, 8.5 oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",rice cakes
73354410597,"Quaker Rice Crisps, Kettle Corn, 3.52 oz Bag (Packaging May Vary)",rice cakes
14235309279,"Quaker Rice Cake Caramel Corn, 3.52 oz Bag",rice cakes
18729034508,"Chicken of the Sea, Pink Salmon, 5 Oz",seafood
69979863343,"Aqua Star, Raw, Peeled, Deveined, Tail-off Shrimp, 41-50 Count , 2 lb (Frozen)",seafood
56879522856,"Marine Harvest Fresh Tilapia Fillets, Farm-Raised, 12 oz",seafood
44816941551,"SeaPak Jumbo Butterfly Shrimp with Oven Crispy Breading, Delicious Seafood, Frozen 9 ounces",seafood
28144905782,"Bellino, Anchovy Fillets, 4.25 oz",seafood
45752788571,"Trident, Alaskan Salmon Burgers (Frozen), 11.2 Oz",seafood
60701280128,"Aqua Star, Raw, Peeled, Tail-on Shrimp, 31-40 Count , 2 lb (Frozen)",seafood
41398329682,"ACME, Nova Smoked Salmon, Pre-sliced, 4 oz",seafood
99231960152,"Gorton's, Classic Beer Batter Crispy Fillets, 18.2 oz (Frozen)",seafood
98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",seafood
32586041012,"Aqua Star, Raw, Easy-Peel, Shell-on Shrimp, 26-30 Count , 2 lb (Frozen)",seafood
14407140192,"Acme Smoked Fish, Cold Nova Salmon Snacks, 8 oz",seafood
20323410231,"Gorton's, Classic Grilled Salmon, 6.3 oz (Frozen)",seafood
99012918815,"Aqua Star, Cooked Peeled Tail-on Shrimp, 71-90ct, 2 lb (Frozen)",seafood
83584217906,"Trans-Ocean Products, Crab Classic Crab Leg, 8 oz",seafood
46410103656,"Ducktrap, Cold Smoked wild Sockeye Salmon, 0.25lb",seafood
97317204228,"Trident Seafoods The Ultimate Fish Stick, Frozen, 15 oz",seafood
20709353298,"Aqua Star Cooked, Peeled, Tail-on Shrimp, 51-60 Count , 1 lb (Frozen)",seafood
28123694594,"SeaPak Jumbo Coconut Shrimp, Delicious Seafood with Oven Crispy Breading, Includes Orange Marmalade Sauce, Frozen, 10 Ounces",seafood
84101224008,"SeaPak Shrimp Spring Rolls, Whole Shrimp & Crisp Vegetables Rolled in Crunchy Wrappers with Sweet Thai Chili Dipping Sauce, 20 Ounces (Frozen)",seafood
66501603053,"Acme Smoked Fish Nova Salmon, 8 Oz",seafood
66534969814,"Gorton's, Crispy Battered Fish Portions, 24.5 oz (Frozen)",seafood
27205506779,"Gorton's, Grilled Tilapia, 6.3 oz (Frozen)",seafood
76097173463,"Van De Kamps, Alaskan Pollock Breaded Stick, 24.6oz.",seafood
45870075878,Yellow Onion,vegetables
78849298043,"365 Everyday Value, Organic Peeled Baby Carrots, 1 lb",vegetables
63408357468,"Cucumber, One Count",vegetables
81470670078,Large Hass Avocado,vegetables
92229363591,Red Bell Pepper,vegetables
58917607084,Small Hass Avocado,vegetables
29948812460,Green Bell Pepper,vegetables
50982586853,"Organic Green Onion (Scallions), 1 Bunch",vegetables
28192919786,Large Organic Hass Avocado,vegetables
22264521268,Garlic,vegetables
66444813288,"Brussels Sprouts, 1 lb",vegetables
36606570253,"Organic Cilantro, 1 Bunch",vegetables
10044791323,Organic Cucumber,vegetables
77974698624,Organic Red Bell Pepper,vegetables
47071223397,"Organic Kale, One Bunch",vegetables
96041947986,"Asparagus, 1 Bunch",vegetables
91803689874,Red Onion,vegetables
74645586082,Organic Garlic,vegetables
94444882989,"English Cucumber, One Count",vegetables
48679739474,Russet Potato,vegetables
66293651745,Broccoli,vegetables
47826336482,"Jalapeno Peppers, 8 oz",vegetables
72578070750,Ginger Root,vegetables
21460655604,"365 Everyday Value, Organic Carrots, 1 lb Bag",vegetables
72004197361,"GoGo squeeZ yogurtZ Berry, 3 oz. (4 Pouches) - Kids Snacks Made from Real Yogurt & Fruit - Pantry Friendly Snack, No Fridge Needed - No Preservatives - Kosher Certified - Gluten Free Snacks for Kids",yogurt
37322048540,"GoGo squeeZ yogurtZ Variety Pack, Berry, Blueberry, 3 oz (10 Pouches) - Kid Snacks Made from Real Yogurt & Fruit - Pantry Friendly, No Fridge Needed - No Preservatives - Kosher Certified - Gluten Free",yogurt
95083477277,"Chobani Greek Yogurt, 0%, Strawberry, 5.3 oz",yogurt
76040874867,"Chobani Non-fat Greek Yogurt, Plain 32oz",yogurt
28661935339,"Chobani Non-Fat Greek Yogurt, Peach on the Bottom 5.3oz",yogurt
71871072871,"Chobani Greek Yogurt, 0%, Blueberry, 5.3 oz",yogurt
50170192199,"Chobani Greek Yogurt, 0%, Plain, 5.3 oz",yogurt
99614992412,"Chobani Greek Yogurt Flip, Almond Coco Loco, 5.3 oz",yogurt
49048030472,"Chobani Greek Yogurt, 2%, Mango, 5.3 oz",yogurt
16081498265,"Fage Total Greek Yogurt, 2%, Strawberry, 5.3 oz",yogurt
25085330007,"Chobani Flip Low-fat Greek Yogurt, Key Lime Crumble, 5.3 Ounce",yogurt
98632240247,"Chobani Non-Fat Greek Yogurt, Blackberry on the Bottom 5.3oz",yogurt
91939168355,"Chobani Greek Yogurt, 0%, Raspberry, 5.3 oz",yogurt
18644295700,"Fage, Total 2% Yogurt, 35.3 Ounce",yogurt
34008932341,"GoGo SqueeZ yogurtZ, Variety Pack (), 3 (10 Pouches), Low Fat Yogurt, Gluten Free, Pantry-friendly, Recloseable, BPA Free Pouches Strawberry/Banana, 30 Ounce",yogurt
58747329164,"Chobani 2% Greek Yogurt, Strawberry Banana on the Bottom 5.3oz",yogurt
64668035225,"Fage Total Greek Yogurt, 2%, 7 oz",yogurt
67931771011,"siggi’s Icelandic Strained Nonfat Yogurt, Vanilla, 5.3 oz. Single Serve Cup – Thick, Protein-Rich Yogurt",yogurt
62597787117,"Light & Fit by Dannon Greek Nonfat Yogurt, Vanilla, Gluten-Free, 5.3 oz., 4 Pack",yogurt
33962548308,"The Greek Gods Greek Yogurt, Honey Vanilla, 24 oz",yogurt
19533564723,"Chobani Greek Yogurt, 0%, Black Cherry, 5.3 oz",yogurt
37410246457,"siggi's Icelandic Strained Nonfat Yogurt, Acai Mixed Berry, 5.3 oz. Single Serve Cup – Thick, Protein-Rich Yogurt",yogurt
89696182315,"Chobani Greek Yogurt, 0%, Vanilla, 5.3 oz",yogurt
40531359678,"Stonyfield Organic Kids Strawberry Vanilla & Blueberry Lowfat Yogurt Cups Variety Pack, 4 oz. Each, 6 Ct",yogurt
