id1,code.1,description.1,id2,code.2,description.2,Weight
226,14540311694,"Sunsweet Premium Mango, 5 Ounce",8742,43102000,"Sunflower seeds, plain, unsalted",0.7412015421618562
81,29614687590,"Organic Valley Purity Farms Ghee, Caramel, 7.5 Oz",6218,9200,"Oranges, raw, all commercial varieties",0.7410900523197395
219,76281753404,"Dang Toasted Coconut Chips | Original | 1 Pack | Vegan, Gluten Free, Non GMO, Healthy Snacks Made with Whole Foods | 3.17 Oz Resealable Bag",3655,62110100,Date,0.7410071942446044
434,20009885985,"Back to Nature Gluten Free Crackers, Non-GMO Multi-Seed Rice Thins, 4 Ounce",493,27520155,"Bacon, lettuce, and tomato submarine sandwich, with spread, Subway B.L.T Sub",0.7409782790309106
368,64898652203,"Mezzetta Non-Pareil Capers, Imported Gourmet, 4 Ounce",5698,58116210,"Meat pie, Puerto Rican style, Pastelon de carne",0.7409429501761898
401,76860650373,Stouffer's Deluxe French Bread Frozen Pizza,8669,53440800,"Strudel, cheese and fruit",0.7407977448907681
511,50170192199,"Chobani Greek Yogurt, 0%, Plain, 5.3 oz",2903,11511100,"Chocolate milk, ready to drink, whole",0.7407744282744283
301,84561197490,"Ben & Jerry's Ice Cream, Chocolate Fudge Brownie, 1 pt",639,27212300,Beef and noodles with cream or white sauce,0.7406369955389561
513,49048030472,"Chobani Greek Yogurt, 2%, Mango, 5.3 oz",2901,11511200,"Chocolate milk, ready to drink, reduced fat, 2% fat",0.740623428858723
144,69400146409,"Velveeta Queso Blanco Loaf, 32-Ounce",9376,23210030,"Veal, roasted, lean only eaten",0.7403367003367003
454,39540792766,"Lundberg Organic Brown Rice Cakes, Salt-Free, 8.5 oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",5557,41811600,"Luncheon slice, meatless-beef, chicken, salami or turkey, vegetarian ham, Wham, Loma Linda, Worthington, meat substitute",0.7403240593253336
101,90898438230,"Cascadian Farm Organic Cinnamon Crunch Cereal, Whole Grain Cereal, 9.2 oz",1512,72116150,"Caesar salad, with romaine, no dressing, Wendy's Caesar Side Salad",0.7402405378922013
133,16519241933,"Sargento, Provolone Natural Cheese Slices, 8 oz",7874,43020,"Salad dressing, blue or roquefort cheese, low calorie",0.7402367441709071
99,10798570679,"Nature Valley Soft-Baked Oatmeal Squares Cinnamon Brown Sugar, 6 ct, 7.44 oz",5966,41420200,"Natto, fermented soybean product",0.7401315789473685
510,71871072871,"Chobani Greek Yogurt, 0%, Blueberry, 5.3 oz",2901,11511200,"Chocolate milk, ready to drink, reduced fat, 2% fat",0.740045599635203
304,71919590402,Ben & Jerry's Non-Dairy Frozen Dessert Peanut Butter and Cookies Certified vegan ice cream 16 oz,637,27610110,"Beef and egg noodles, baby food, strained, Beech-Nut Stage 2 Dinner, Gerber Second Foods Dinner",0.7399402491736587
527,89696182315,"Chobani Greek Yogurt, 0%, Vanilla, 5.3 oz",2903,11511100,"Chocolate milk, ready to drink, whole",0.7399340804218852
206,26474226814,"Fresh Brand – Apple Pie, 26 oz (Frozen)",4373,55300040,"French toast, gluten free, from frozen, Bites",0.7399060523938573
401,76860650373,Stouffer's Deluxe French Bread Frozen Pizza,8677,27315270,Stuffed grape leaves with beef and rice,0.739711566068155
364,98233069887,"Crosse & Blackwell Premium 100% Non-Pareil Capers, 3.5 ounces",3611,51166000,"Croissant, Sara Lee Wheat 'n' Honey, crescent roll",0.7397017036322726
56,76383130913,"Mission Carb Balance Spinach Herb Tortilla Wraps, Low Carb, Keto, High Fiber, No Sugar, 8 Count",5814,41420100,Miso sauce,0.7395126705653021
525,19533564723,"Chobani Greek Yogurt, 0%, Black Cherry, 5.3 oz",2903,11511100,"Chocolate milk, ready to drink, whole",0.739437765524722
497,91803689874,Red Onion,1238,51121110,"Bread, onion",0.7394179894179894
466,98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",9092,42501500,"Trail mix with chocolate, any nuts, fruits, or seeds",0.7393596936023303
238,74323534289,"Mezzetta Sun-Ripened Dried Tomatoes In Olive Oil, Julienne Cut, 8 Ounce",5691,27235000,"Meat loaf made with venison/deer, venison meatball, with breading, no sauce",0.7391684121824966
64,17340789666,"Sara Lee Original Artesano Bakery Bread, Thick Slices & Soft Texture, 20 oz",8022,7976,"Sausage, chicken or turkey, Italian style,  lower sodium",0.7391249137336093
231,20167901089,"Peeled Snacks, Organic, Much Ado About Mango, 2.8 Oz",6531,63137170,"Pear, canned, juice pack",0.739083139083139
284,35652824971,Gala Apples,4815,91407100,Guava paste,0.7389610389610389
508,76040874867,"Chobani Non-fat Greek Yogurt, Plain 32oz",2852,11560000,"Chocolate milk drink, Yoo-hoo, other flavors",0.7389534231200898
478,66534969814,"Gorton's, Crispy Battered Fish Portions, 24.5 oz (Frozen)",4639,58104270,"Gordita, sope, or chalupa with beans and sour cream",0.7388544891640867
304,71919590402,Ben & Jerry's Non-Dairy Frozen Dessert Peanut Butter and Cookies Certified vegan ice cream 16 oz,613,76401010,"Beans, green string, baby food, strained, Beech-Nut Stage 1, Gerber First Foods, Gerber Second Foods, Beech-Nut Stage 2",0.7388188608776843
520,58747329164,"Chobani 2% Greek Yogurt, Strawberry Banana on the Bottom 5.3oz",2909,91705070,"Chocolate, milk, with peanuts, Chunky with peanuts, Mr. Goodbar",0.7386857825567503
134,87979072977,"Sargento Shredded Mozzarella Natural Cheese, Traditional Cut, 8 oz.",7955,74402350,"Salsa verde or salsa, green, tomatillo sauce, green tomato-chile sauce",0.7384472595008151
434,20009885985,"Back to Nature Gluten Free Crackers, Non-GMO Multi-Seed Rice Thins, 4 Ounce",497,22600110,"Bacon, NS as to type of meat, reduced sodium, cooked, less or lower sodium",0.7383920516260941
130,86177251028,"Sargento Natural String Cheese Snacks, 12-Count",7981,26139190,"Sardines, skinless, boneless, packed in water",0.738240084055687
139,49814234741,"Sargento Balanced Breaks with Natural Sharp Cheddar Cheese with Cashews and Cherry Juice- Infused Dried Cranberries, 1.5 oz., 3-Pack",7936,26137122,"Salmon, baked or broiled, made with margarine, sauteed, fried with no coating, made with shortening, saltwater trout",0.7382096830372693
323,61406022287,"Beyond Meat Plant-Based Feisty Crumbles, Vegan, 10 Oz",708,21105120,"Beef steak, braised, lean and fat eaten",0.7381430414449281
52,67300334945,"Old El Paso Flour Tortillas, 8 ct, 11 oz",6162,93301130,Old fashioned,0.7380769230769231
325,80722892351,"Gardein Sweet & Sour Plant-Based Porkless Bites, Vegan, Frozen, 10.5 oz.",4586,41602020,"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",0.7380072463768116
22,74420062919,Bisquick Flavor Burstin' Maple Brown Sugar Complete Pancake Mix 20 oz Box,1086,52103000,"Biscuit, from fast food / restaurant, regular, plain, buttermilk, ready-to-eat",0.7379866233462125
528,40531359678,"Stonyfield Organic Kids Strawberry Vanilla & Blueberry Lowfat Yogurt Cups Variety Pack, 4 oz. Each, 6 Ct",8661,11519105,"Strawberry milk, reduced fat, vanilla, flavors other than chocolate, 2% fat",0.7379194139194138
199,61867961168,"Better Bites, Lil Mostess Chocolate Cupcakes 6 Count, 6 Ounce",819,21000120,"Beef, NS as to cut, cooked, lean only eaten",0.7376787756658134
376,17558358305,"Mezzetta Jalapeno Peppers, Deli-Sliced Tamed, 16 Ounce",5698,58116210,"Meat pie, Puerto Rican style, Pastelon de carne",0.7375886524822695
473,97317204228,"Trident Seafoods The Ultimate Fish Stick, Frozen, 15 oz",9094,42501000,"Trail mix with nuts and fruit, gorp, seeds",0.7375842458195399
519,34008932341,"GoGo SqueeZ yogurtZ, Variety Pack (), 3 (10 Pouches), Low Fat Yogurt, Gluten Free, Pantry-friendly, Recloseable, BPA Free Pouches Strawberry/Banana, 30 Ounce",4642,58104280,"Gordita, sope, or chalupa with meat and sour cream, Taco Bell Chalupa Supreme, with beef, steak, pork, sausage, and/or chorizo, Taco Bell Gordita Supreme",0.7375545168872025
82,82286324341,"Earth Balance Mindful Dressing & Sandwich Spread, Made With Olive Oil, 16 oz.",3941,58116115,"Empanada, Mexican turnover, filled with cheese and vegetables, with picadillo",0.7375324675324675
224,15682068919,"Sunsweet Amazin' Pitted Dried Prunes, 8 oz",8742,43102000,"Sunflower seeds, plain, unsalted",0.7375150966183575
520,58747329164,"Chobani 2% Greek Yogurt, Strawberry Banana on the Bottom 5.3oz",2821,27111405,"Chili con carne with beans, from restaurant, fast food, other place",0.737455778610454
527,89696182315,"Chobani Greek Yogurt, 0%, Vanilla, 5.3 oz",2904,91301081,"Chocolate syrup, light, reduced calorie, sugar free",0.7374541686593337
511,50170192199,"Chobani Greek Yogurt, 0%, Plain, 5.3 oz",2901,11511200,"Chocolate milk, ready to drink, reduced fat, 2% fat",0.737292609351433
58,73539071815,"Mission Burrito Flour Tortillas, Trans Fat Free, Authentic, Large Size, 8 Count",5793,11830260,"Milk, malted, dry mix, not reconstituted, Ovaltine, NS as to flavor",0.7372284766290167
312,72862217551,"Haagen-Dazs Ice Cream, Chocolate, 14 oz (Frozen)",4894,22301110,"Ham, fresh, cooked, lean and fat eaten",0.7371929824561404
313,32635111070,"MorningStar Farms Veggie Burgers, Plant Based Protein, Frozen Meal, Spicy Black Bean, 9.5oz Bag (4 Burgers)",5858,25221210,Mortadella,0.7370335756317066
318,11087129692,"Gardein Sweet & Tangy Barbecue Plant-Based Wings, Vegan, Frozen, 9 oz.",4586,41602020,"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",0.7369887278582932
469,20323410231,"Gorton's, Classic Grilled Salmon, 6.3 oz (Frozen)",4632,23150200,"Goat, fried",0.7368460111317253
422,20260000869,"Orville Redenbacher's Original Gourmet White Popcorn Kernels, 30 Ounce",6204,9211,"Orange juice, chilled, includes from concentrate, with added calcium",0.7366466586634653
207,66586943617,"Fresh Brand – Chocolate Cream Pie, 29 oz (Frozen)",4381,55301015,"French toast, whole grain",0.7365228758169934
327,72420645831,"Tofurky, Deli Slices, Hickory Smoked, 5.5 oz",8997,41812500,"Tofu and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, with soy-based sauce",0.736517629566695
33,83820968656,"Nature Valley Granola Cups, Almond Butter, 12.4 oz, 20 ct",5965,16113,Natto,0.7363742690058479
282,67703551996,Red Mango,103,99997525,"Red pepper, cooked, as ingredient",0.7363636363636362
507,95083477277,"Chobani Greek Yogurt, 0%, Strawberry, 5.3 oz",2901,11511200,"Chocolate milk, ready to drink, reduced fat, 2% fat",0.7363458110516934
507,95083477277,"Chobani Greek Yogurt, 0%, Strawberry, 5.3 oz",2904,91301081,"Chocolate syrup, light, reduced calorie, sugar free",0.7363458110516934
134,87979072977,"Sargento Shredded Mozzarella Natural Cheese, Traditional Cut, 8 oz.",7874,43020,"Salad dressing, blue or roquefort cheese, low calorie",0.7363336891671524
512,99614992412,"Chobani Greek Yogurt Flip, Almond Coco Loco, 5.3 oz",2851,91306030,"Chocolate dip, chocolate fondue",0.7362824161922834
494,77974698624,Organic Red Bell Pepper,6212,61122330,"Orange, canned, in syrup",0.7361352657004832
453,24814682827,"Lundberg Rice Chips, Sea Salt, 6 Oz",5552,27560000,"Luncheon meat sandwich, NFS, with spread",0.7361111111111112
139,49814234741,"Sargento Balanced Breaks with Natural Sharp Cheddar Cheese with Cashews and Cherry Juice- Infused Dried Cranberries, 1.5 oz., 3-Pack",7921,28110370,"Salisbury steak with gravy, macaroni and cheese, vegetable, frozen meal, Budget Gourmet Sirloin Salisbury Steak Dinner",0.7360082478726546
317,20601969984,"Gardein Lightly Breaded Plant-Based Turk'y Cutlets, Vegan, Frozen, 12.3 oz.",4586,41602020,"Garbanzo bean or chickpea soup, home recipe, canned or ready-to-serve",0.7356231884057971
182,53389454961,"Califia Farms Almond Milk, Non Dairy, Sugar Free, Keto Friendly, Whole 30, Vegan, Plant Based, Nut Milk, Non-GMO, Unsweetened, 48 Ounce, (Pack of 1)",1776,26107120,"Catfish, baked or broiled, made with oil, sauteed, fried with no coating, bullhead, NS as to fat, NS as to fat type",0.735620838229534
326,37410336155,"Tofurky, Deli Slices, Peppered, 5.5 oz",8998,43476,Tofu yogurt,0.7355434039644566
315,39420438060,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",4577,17345,"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",0.735523349436393
346,66600588380,"PLANTERS Fancy Whole Cashews with Sea Salt, 33 oz. Resealable Jar - Snack for Adults Made with Simple Ingredients - Good Source of Essential Nutrients - Kosher",6608,26127120,"Perch, baked or broiled, made with oil, sauteed, fried with no coating, freshwater bass, bluegill, crappie, sunfish, walleye, NS as to fat, NS as to fat type",0.735502559788487
8,11641668526,"Betty Crocker Bisquick Baking Mix, Gluten Free Pancake and Waffle Mix, 16 Oz Box",649,28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz",0.7353641128582581
99,10798570679,"Nature Valley Soft-Baked Oatmeal Squares Cinnamon Brown Sugar, 6 ct, 7.44 oz",5965,16113,Natto,0.7353508771929825
489,28192919786,Large Organic Hass Avocado,75,81202000,Lard,0.7352564102564103
275,44134382768,Large Organic Hass Avocado,75,81202000,Lard,0.7352564102564103
3,24232496245,"Birch Benders Pancake and Waffle Mix with Whey, Protein, 16 Oz",1079,27213010,"Biryani with meat, beef, pork, goat, lamb and/or mutton, Indian rice with meat",0.7350941173521819
211,44323792042,"Pillsbury Cornbread Swirls, 6 count, 11 oz",6738,53312000,"Pie, strawberry, one crust",0.735020535020535
272,96165588989,"Red Raspberries, 6 oz",7565,41205010,Refried beans,0.735020535020535
4,12273705010,"Paleo Pancake & Waffle Mix by Birch Benders, Low-Carb, High Protein, High Fiber, Gluten-free, Low Glycemic, Prebiotic, Keto-Friendly, 12 oz",6282,55105200,"Pancakes, whole grain, whole wheat, multigrain, hot cakes, flapjacks, from home, store, or other place (excluding frozen)",0.7350159963465837
517,91939168355,"Chobani Greek Yogurt, 0%, Raspberry, 5.3 oz",2901,11511200,"Chocolate milk, ready to drink, reduced fat, 2% fat",0.7348716658542593
82,82286324341,"Earth Balance Mindful Dressing & Sandwich Spread, Made With Olive Oil, 16 oz.",3942,58116130,"Empanada, Mexican turnover, filled with chicken and vegetables, with picadillo",0.734759308488122
285,22617531971,Mini Seedless Watermelon,5810,75651000,"Minestrone soup, home recipe",0.7347222222222223
156,28218877070,"York Thins Dark Chocolate Peppermint Pattie Candy, 7.2 Oz",9676,11435100,"Yogurt, Greek, with oats, all types, with granola",0.7347097903488881
527,89696182315,"Chobani Greek Yogurt, 0%, Vanilla, 5.3 oz",2901,11511200,"Chocolate milk, ready to drink, reduced fat, 2% fat",0.7345019981639979
138,44166536363,"Sargento Sliced Sharp Natural Cheddar Cheese, 11 slices",7985,27063,"Sauce, enchilada, red, mild, ready to serve",0.7343481324876674
152,33536527926,Snickers Minis Size Chocolate Candy Bars 40-Ounce Bag,8224,25043,"Snacks, candy bits, yogurt covered with vitamin C",0.7341958670260558
176,61822344004,"Pacific Foods, Almond Beverage, Unsweetened, Low Fat, Organic, 32 oz",6279,55100030,"Pancakes, whole grain, from frozen, whole wheat, multigrain, hot cakes, flapjacks",0.73408934323967
26,95926363745,"Nature Valley Chewy Granola Bars, Protein Variety Pack, Gluten Free, 21.3 oz, 15 ct",5965,16113,Natto,0.7340562248995983
451,73118509025,"Lundberg Organic Brown Rice Cakes, Lightly Salted, 8.5oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",5556,7906,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",0.7339175668233997
206,26474226814,"Fresh Brand – Apple Pie, 26 oz (Frozen)",4381,55301015,"French toast, whole grain",0.733846006695361
231,20167901089,"Peeled Snacks, Organic, Much Ado About Mango, 2.8 Oz",6558,75315010,"Peas and corn, cooked, no added fat, cooking spray",0.7337728937728938
93,63168898604,"Vital Farms Pasture-Raised Butter Sticks, Sea Salted, 8 oz, 2 x ¼ lb sticks",9477,999328,Vitamin D as ingredient,0.7337393996500201
103,86259121203,"Nature's Path Organic Gluten Free Granola, Honey Almond, 11 Oz Pouch",5965,16113,Natto,0.7337254901960785
314,90746072412,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",5858,25221210,Mortadella,0.7336864771748492
292,69559318737,"Halo Top Mint Chip Light Ice Cream, 1 pt, 16 fl oz (Frozen)",4847,26118044,"Halibut, coated, fried, made with cooking spray, fried, NS as to coating",0.7336550533584432
176,61822344004,"Pacific Foods, Almond Beverage, Unsweetened, Low Fat, Organic, 32 oz",6442,53452420,"Pastry, puff, custard or cream filled, iced or not iced, cream horn, Napoleon",0.7334861217214158
71,65831242091,"Stroehmann Dutch Country 100% Whole Wheat Bread, 24 oz",8661,11519105,"Strawberry milk, reduced fat, vanilla, flavors other than chocolate, 2% fat",0.7334415954415954
63,78985491248,"Nature's Own Sugar Free 100% Whole Wheat 100% Whole Grain Bread, 16 oz",5965,16113,Natto,0.7333333333333335
288,82657301871,Fuji Apple,4563,13140900,Fudgesicle,0.7333333333333333
58,73539071815,"Mission Burrito Flour Tortillas, Trans Fat Free, Authentic, Large Size, 8 Count",5827,42110110,"Mixed nuts, with peanuts, lightly salted, plain, roasted, not coated",0.7332951486339423
447,49393502047,"Quaker Rice Crisps, Chocolate, 3.52 oz Bag (Packaging May Vary)",7484,24403100,"Quail, cooked, partridge",0.7332491582491583
10,26701403227,"Bisquick, Pancake and Baking Mix, 40 oz",1081,27351040,"Biscayne codfish, Puerto Rican style, Bacalao a la Vizcaina",0.7330211252478933
3,24232496245,"Birch Benders Pancake and Waffle Mix with Whey, Protein, 16 Oz",1078,27243100,"Biryani with chicken, Indian rice with chicken",0.7329989941490642
193,47323910118,"Fiber One Brownies, 90 Calorie Bar, Chocolate Chip Cookie, 6 Fiber Bars, 5.34 oz",4106,27550400,"Fish sandwich, fried, on white bun, fillet, crispy, breaded, on bread or roll",0.7329870129870131
4,12273705010,"Paleo Pancake & Waffle Mix by Birch Benders, Low-Carb, High Protein, High Fiber, Gluten-free, Low Glycemic, Prebiotic, Keto-Friendly, 12 oz",6251,51161000,"Pan Dulce, with fruit, no frosting, with jelly, Mexican sweet bread with fruit, Apple roll, Kolach, with or without nuts, sweet roll",0.7329281658161413
176,61822344004,"Pacific Foods, Almond Beverage, Unsweetened, Low Fat, Organic, 32 oz",6786,41104020,"Pinto beans, from dried, no added fat, calico, frozen",0.7328837523524586
338,72401114680,"Wonderful Pistachios, Roasted and Salted, 16 Ounce Bag",6574,42112210,"Pecans, unsalted, plain, roasted, not coated",0.7327764827764827
473,97317204228,"Trident Seafoods The Ultimate Fish Stick, Frozen, 15 oz",9092,42501500,"Trail mix with chocolate, any nuts, fruits, or seeds",0.7326806526806525
363,83741298382,"Wild Planet Wild Yellowtail Fillets in Organic Extra Virgin Olive Oil, Skinless & Boneless, 4.4 Ounce",9612,20089,"Wild rice, cooked",0.7325299045741678
488,50982586853,"Organic Green Onion (Scallions), 1 Bunch",6187,75117010,"Onions, green, raw, scallions, spring onions",0.7324686520376176
498,74645586082,Organic Garlic,6209,9452,Orange Pineapple Juice Blend,0.7324675324675324
310,22816128807,Ben & Jerry's Non-Dairy Frozen Dessert Cherry Garcia Certified Vegan ice cream 16 oz,654,27213500,"Beef and rice with soy-based sauce, Asian Helper Beef Fried Rice",0.7323968253968254
376,17558358305,"Mezzetta Jalapeno Peppers, Deli-Sliced Tamed, 16 Ounce",5712,28310230,"Meatball soup, home recipe, Mexican style, Sopa de Albondigas",0.7323942521756729
368,64898652203,"Mezzetta Non-Pareil Capers, Imported Gourmet, 4 Ounce",5700,27563010,Meat spread or potted meat sandwich,0.7323815720172259
396,43593205410,Lean Cuisine Favorites French Bread Pepperoni Frozen Pizza,5421,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0.7323749392909179
124,57746884761,Velveeta Original Cheese Loaf (8 oz Block),9444,43134,Vegetarian fillets,0.7323373793962029
211,44323792042,"Pillsbury Cornbread Swirls, 6 count, 11 oz",6730,53311000,"Pie, rhubarb, two crust",0.7322015182884749
211,44323792042,"Pillsbury Cornbread Swirls, 6 count, 11 oz",6634,11937,"Pickles, cucumber, dill or kosher dill",0.732150890045627
207,66586943617,"Fresh Brand – Chocolate Cream Pie, 29 oz (Frozen)",4368,55301031,"French toast sticks, plain, from frozen",0.731981453550081
92,47718396610,"Land O Lakes Spreadable Butter with Canola Oil, Salted 24 Ounce",5388,17030,"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",0.731866586296966
133,16519241933,"Sargento, Provolone Natural Cheese Slices, 8 oz",8137,4615,"Shortening, vegetable, household, composite",0.7317799469209663
492,36606570253,"Organic Cilantro, 1 Bunch",6212,61122330,"Orange, canned, in syrup",0.7317777777777777
249,13630365331,"Vital Farms 18 Pasture-Raised Eggs, Large, Brown, Grade A, Certified Humane, 1.5 Dozen",9477,999328,Vitamin D as ingredient,0.7317155375800473
325,80722892351,"Gardein Sweet & Sour Plant-Based Porkless Bites, Vegan, Frozen, 10.5 oz.",4587,51121025,"Garlic bread, from fast food / restaurant",0.7316508581752484
22,74420062919,Bisquick Flavor Burstin' Maple Brown Sugar Complete Pancake Mix 20 oz Box,1088,52104010,"Biscuit, home recipe, regular, plain, buttermilk, dry mix",0.7315965713370183
209,28015455467,"Fresh Brand – Cherry Pie, 26 oz (Frozen)",4381,55301015,"French toast, whole grain",0.7315424836601307
451,73118509025,"Lundberg Organic Brown Rice Cakes, Lightly Salted, 8.5oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",5553,25230610,"Luncheon meat, loaf type, olive, pickle, or pimiento loaf, old fashioned loaf, Dutch loaf, pepperloaf, praski, honey loaf, veal loaf",0.7313131313131312
8,11641668526,"Betty Crocker Bisquick Baking Mix, Gluten Free Pancake and Waffle Mix, 16 Oz Box",962,14163,"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",0.7312802619109158
420,68225011765,"Lily's Sweets, Milk Chocolate Style Caramel Popcorn, 3.5 Ounce",5490,21413,"Light Ice Cream, soft serve, blended with cookie pieces",0.7312295257849938
207,66586943617,"Fresh Brand – Chocolate Cream Pie, 29 oz (Frozen)",4370,55301050,"French toast sticks, plain, from home, store, or other place (excluding frozen)",0.7312280835735787
439,56014054208,"Lundberg Organic Thin Stackers, Lightly Salted, 6oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",5556,7906,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium",0.7311146210886841
182,53389454961,"Califia Farms Almond Milk, Non Dairy, Sugar Free, Keto Friendly, Whole 30, Vegan, Plant Based, Nut Milk, Non-GMO, Unsweetened, 48 Ounce, (Pack of 1)",1710,26105121,"Carp, baked or broiled, no added fat, sauteed, fried with no coating, bream, buffalofish, sucker",0.7311091211693621
398,14427255406,LEAN CUISINE COMFORT Pepperoni Pizza 6 oz. Box | Delicious Frozen Meals,5420,22962,"LEAN POCKETS, Ham N Cheddar",0.7311039727644619
510,71871072871,"Chobani Greek Yogurt, 0%, Blueberry, 5.3 oz",3251,53803250,"Cookie, teething, baby, Gerber Toddler Biter Biscuits",0.7308706826302264
312,72862217551,"Haagen-Dazs Ice Cream, Chocolate, 14 oz (Frozen)",4895,22301120,"Ham, fresh, cooked, lean only eaten",0.7307936507936508
27,41257845356,"Gatorade Whey Protein Bars, Cookies & Crème, 2.8 oz bars (Pack of 12, 20g of protein per bar)",4589,51121035,"Garlic bread, from frozen, homemade, school cafeteria (K-12), garlic toast, Texas toast, made from all bread types",0.7307762409666105
455,73354410597,"Quaker Rice Crisps, Kettle Corn, 3.52 oz Bag (Packaging May Vary)",7484,24403100,"Quail, cooked, partridge",0.7307420357420356
188,84196820463,"Califia Farms Almond Milk, Non Dairy, Plant Based, Nut Milk, Vegan, Non-GMO, Toasted Coconut, 48 Fl Oz, (Pack of 1)",1786,26107140,"Catfish, coated, fried, made with oil, fried, NS as to coating, bullhead, NS as to fat, NS as to fat type",0.7306512658457738
442,67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",7484,24403100,"Quail, cooked, partridge",0.7306432748538012
316,26629143098,"Gardein Ultimate Plant-Based Burger, Vegan, 1/4 lb. Frozen Patties, 2 Count, 8 oz",4589,51121035,"Garlic bread, from frozen, homemade, school cafeteria (K-12), garlic toast, Texas toast, made from all bread types",0.7306286105873873
208,20374524050,"Fresh Brand – Berry Pie, 26 oz (Frozen)",4373,55300040,"French toast, gluten free, from frozen, Bites",0.7305727190605239
507,95083477277,"Chobani Greek Yogurt, 0%, Strawberry, 5.3 oz",2648,27641000,"Chicken stew, baby food, toddler",0.7305151515151515
513,49048030472,"Chobani Greek Yogurt, 2%, Mango, 5.3 oz",2916,25220710,Chorizo,0.7303418803418803
511,50170192199,"Chobani Greek Yogurt, 0%, Plain, 5.3 oz",2916,25220710,Chorizo,0.7303418803418803
508,76040874867,"Chobani Non-fat Greek Yogurt, Plain 32oz",2717,24701000,"Chicken, baby food, NS as to strained or junior",0.7302127659574469
73,64660325165,"Himalayan Pink Salt Grass-Fed Ghee Butter by 4th & Heart, 9 Ounce, Keto, Pasture Raised, Non-GMO, Lactose Free, Certified Paleo",7272,71507010,"Potato, baked, peel not eaten, with sour cream, NS as to peel eaten, butter or margarine, twice baked, stuffed",0.730205076040136
130,86177251028,"Sargento Natural String Cheese Snacks, 12-Count",7976,27150370,Sardines with mustard sauce,0.7301812450748622
294,27715338384,"Ben & Jerry's half baked Ice Cream, 1 pt, 16 fl oz (Frozen)",680,58306010,"Beef enchilada dinner, NFS, frozen meal",0.7301028538316673
94,66295653128,"Land O Lakes Half Stick Salted, Buttery, 8 Ounce",5390,23110050,"Lamb, ribs, cooked, lean and fat eaten, mutton ribs",0.7298319327731091
471,83584217906,"Trans-Ocean Products, Crab Classic Crab Leg, 8 oz",9092,42501500,"Trail mix with chocolate, any nuts, fruits, or seeds",0.7297323644097837
88,77746224708,"Land O Lakes Half Stick Unsalted Butter, 1 lb",5392,23110010,"Lamb, ribs, cooked, NS as to fat eaten, mutton ribs",0.7297207367795602
346,66600588380,"PLANTERS Fancy Whole Cashews with Sea Salt, 33 oz. Resealable Jar - Snack for Adults Made with Simple Ingredients - Good Source of Essential Nutrients - Kosher",6858,58109015,"Pizza, cheese, whole wheat thin crust, NS as to toppings, original, medium, hand-tossed, flatbread, or NS as to type of crust",0.7296456984594081
318,11087129692,"Gardein Sweet & Tangy Barbecue Plant-Based Wings, Vegan, Frozen, 9 oz.",4577,17345,"Game meat, deer, loin, separable lean only, 1"" steak, cooked, broiled",0.7294755003450655
442,67149086279,"Quaker Rice Crisps, Cheddar, 6.06 Ounces",7487,27510232,Quarter Pounder with cheese (McDonalds),0.729423076923077
443,79593405094,"Lundberg Organic Brown Rice Cakes, Cinnamon Toast, 9.5oz, Gluten-Free, Vegan, Whole Grain, Kosher, USDA Certified Organic, Non-GMO Verified",5553,25230610,"Luncheon meat, loaf type, olive, pickle, or pimiento loaf, old fashioned loaf, Dutch loaf, pepperloaf, praski, honey loaf, veal loaf",0.729330446847596
375,55812562111,"Native Forest Artichoke Hearts, Quartered, 14 Ounces",5961,58104190,"Nachos with chicken, cheese, and sour cream, with turkey",0.7293040293040292
316,26629143098,"Gardein Ultimate Plant-Based Burger, Vegan, 1/4 lb. Frozen Patties, 2 Count, 8 oz",4596,32301100,"Garlic egg soup, Puerto Rican style, Sopa de ajo",0.7292749620965995
