upc_code,upc_description,aisle,ec_code,ec_description,dist
25911283940,"Love Crunch Organic Granola, Dark Chocolate Macaroon, 11.5 Oz, Non GMO, Fairtrade, by Nature's Path",cereals,27420060,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce, chow yuk",0.274315733351878
23324098105,Atkins Chocolate Peanut Butter Pretzel Protein Meal Bar. Sweet and Salty. Keto-Friendly. (5 Bars),bars,58128120,"Cornmeal dressing with chicken or turkey and vegetables, cornbread stuffing with poultry and vegetables",0.27432837702080026
57606761615,"Kind Healthy Grains Bars, Dark Chocolate Chunk, 1.2 Ounce, 5 Count",bars,53714220,"Cereal or granola bar with nuts, chocolate coated, Kudos Crunchy Nut Snack",0.27444327444327443
15724607400,"Amazon Brand - Happy Belly Old Fashioned Oats, 18 Ounce",cereals,67113000,"Apples and pears, baby food, NS as to strained or junior",0.2744588744588745
22838638133,"Blue Diamond Almonds XTREMES Cayenne Pepper Flavored Snack Nuts, 6 Oz Resealable Cans (Pack of 1)",nuts and seeds,27410220,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",0.2745914999388779
42320453139,"Breyers Ice Cream, Chocolate Snack Cups, 3 oz, 10 ct",ice cream,56205092,"Rice, cream of, cooked, NS as to fat",0.2746171652421653
90746072412,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",meat alternatives,41810400,"Breakfast link, pattie, or slice, meatless, Prosage, Morningstar, Green Giant, meat substitute, vegetarian",0.2747039698210716
26806544459,"Sargento Shredded Sharp Natural Cheddar Cheese, 8 oz.",cheese,27520320,"Ham and cheese sandwich, with lettuce and spread",0.2748165618448638
84101224008,"SeaPak Shrimp Spring Rolls, Whole Shrimp & Crisp Vegetables Rolled in Crunchy Wrappers with Sweet Thai Chili Dipping Sauce, 20 Ounces (Frozen)",seafood,26127122,"Perch, baked or broiled, made with margarine, sauteed, fried with no coating, made with shortening, freshwater bass, bluegill, crappie, sunfish, walleye",0.27481841513477145
46079325198,"Reese Quartered Artichoke Hearts, 14 Ounces",pickled,8550,"Cereals ready-to-eat, QUAKER, Christmas Crunch",0.274875482155563
21106699152,"Frigo Cheese Heads, Regular String Cheese, 36 Count",cheese,21090,"Fast foods, cheeseburger; single, regular patty, with condiments",0.27498046319977276
77915841759,"SkinnyPop Popped Sweet & Salty Kettle Popcorn, Vegan, Gluten-free, Non-GMO, Healthy Snacks, 5.3oz Grocery Sized Bag",popcorn,32130410,"Egg omelet or scrambled egg, with tomatoes, no added fat, peppers, onions, and other vegetables",0.27498541750796446
26877777371,"PLANTERS NUT-rition Wholesome Nut Mix, 7.5 oz Box (Contains 7 Individual Pouches) - Cashews, Almonds and Macadamias Snack Mix - No Artificial Flavors, No Artificial Colors, No Preservatives - Kosher",nuts and seeds,11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk, almond, coconut, rice, and soy milk, fat free, light, diet or sugar free mix, Swiss Miss, Hershey's, Nestle's, Carnation",0.2750224815442207
22617531971,Mini Seedless Watermelon,fruit,43101150,"Pumpkin seeds, unsalted",0.27506038647343
12521412447,"Fisher Chef's Naturals Pecan Halves, 24oz, Naturally Gluten Free, No Preservatives, Non-GMO",nuts and seeds,27450405,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",0.2750849399785569
11087129692,"Gardein Sweet & Tangy Barbecue Plant-Based Wings, Vegan, Frozen, 9 oz.",meat alternatives,57806100,"Oatmeal cereal with bananas, baby food, dry, instant, Beech-Nut Stage 2, Gerber",0.27518721713100613
41398329682,"ACME, Nova Smoked Salmon, Pre-sliced, 4 oz",seafood,51113100,"Bread, cinnamon, toasted, pre-sliced or not",0.2752105775361591
32746476696,"Organic Red Seedless Grapes, 2 lb",fruit,4135,"Salad dressing, home recipe, vinegar and oil",0.2752525252525253
72493373782,"Ocean Spray Craisins Dried Cranberries, 6 Ounce Resealable Bag",dried fruit,57824000,"Rice cereal with applesauce and bananas, baby food, jarred, Gerber Second Foods",0.27526386775059697
90450731389,"Freschetta, 4-Cheese Medley Naturally Rising Crust Pizza, 26.11 oz ( Frozen)",pizza,55301050,"French toast sticks, plain, from home, store, or other place (excluding frozen)",0.27534421496779937
32024048439,"Fiber One Brownies, 90 Calorie Bar, Chocolate Fudge Brownie, 12 Fiber Bars, 10.6 oz (Value Pack)",desserts,27111407,"Chili con carne with beans, canned, microwavable tub, frozen, chili beef soup, regular or chunky style",0.27536764705882355
73925814576,"Gardein Plant-Based Protein Beefless Tips, Vegan, Frozen, 9 oz.",meat alternatives,28110270,"Sirloin beef, with gravy, potatoes, vegetable, frozen meal",0.27545807595068683
69979863343,"Aqua Star, Raw, Peeled, Deveined, Tail-off Shrimp, 41-50 Count , 2 lb (Frozen)",seafood,23203010,"Veal chop, fried, NS as to fat eaten, breaded or floured",0.27563814592116476
69164508401,"Kerrygold Pure Irish Butter, Salted, 8 oz",butter,51133020,"Bread, sour dough, toasted, pre-sliced or not",0.2756469525479569
86177251028,"Sargento Natural String Cheese Snacks, 12-Count",cheese,36621,"Restaurant, Chinese, sweet and sour chicken",0.2757962688071547
24232496245,"Birch Benders Pancake and Waffle Mix with Whey, Protein, 16 Oz",baking mixes,27121410,"Chili con carne with beans, made with pork",0.27581925243215577
79115079752,"Mezzetta Deli-Sliced Pepper Rings, Hot, 16 Ounce",pickled,21505,"Pizza, cheese topping, thin crust, frozen, cooked",0.27585332378565475
37410246457,"siggi's Icelandic Strained Nonfat Yogurt, Acai Mixed Berry, 5.3 oz. Single Serve Cup – Thick, Protein-Rich Yogurt",yogurt,27111420,"Chili con carne without beans, coney island sauce, chili served on hot dogs, hamburgers or french fries",0.27598567901088256
67931771011,"siggi’s Icelandic Strained Nonfat Yogurt, Vanilla, 5.3 oz. Single Serve Cup – Thick, Protein-Rich Yogurt",yogurt,53118100,"Cake, sponge, without icing or filling, shortcake, sponge type, plain, NS as to icing or filling",0.2760070433681546
77356634082,"Coffee Mate French Vanilla, Sugar-Free Powdered Coffee Creamer, 10.2 oz",dairy alternatives,12210420,"Coffee creamer, powder, flavored, Coffee Mate powder, flavored, Carnation",0.27602429646371396
21106699152,"Frigo Cheese Heads, Regular String Cheese, 36 Count",cheese,32028,"Turnover, filled with egg, meat and cheese, frozen",0.276062091503268
28218877070,"York Thins Dark Chocolate Peppermint Pattie Candy, 7.2 Oz",chocolate candy,58155410,"Soupy rice with chicken, Puerto Rican style, Asopao de pollo",0.27616323417238753
98272408741,"Lightlife, Tempeh, Three Grain, USDA Organic, 8 oz",meat alternatives,54408070,"Pretzels, hard, multigrain, whole wheat, whole grain",0.27616605616605616
37410246457,"siggi's Icelandic Strained Nonfat Yogurt, Acai Mixed Berry, 5.3 oz. Single Serve Cup – Thick, Protein-Rich Yogurt",yogurt,27510705,"Chiliburger, with or without cheese, on bun, hamburger with chili, taco burger, any size patty, any source",0.27618341960260473
74275872828,"Fresh Brand – Patriotic Vanilla Mini Cupcakes, 10 oz (12 ct) (Seasonal)",desserts,27351040,"Biscayne codfish, Puerto Rican style, Bacalao a la Vizcaina",0.27618579796903986
10128960084,"Ocean Spray, Craisins Dried Cranberries, Original, 12 Ounce Resealable Bag",dried fruit,8599,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, RAISIN BRAN CLUSTERS",0.27626409370831284
44800324698,"Califia Farms - Unsweetened Better Half Coffee Creamer, 32 Oz | Half and Half | Coconut Cream and Almond Milk | Dairy Free | Whole30 | Plant Based | Keto | Sugar Free | Shelf Stable",dairy alternatives,14640014,"Cheese sandwich, reduced fat American cheese, on white bread, no spread, other bread such as potato, Italian, and rye, bread, NFS, low fat, part skim, or cheese made with 2% milk",0.2763719574193908
25503084094,"Haagen-Dazs Ice Cream, White Chocolate Raspberry Truffle, 14 oz (Frozen)",ice cream,75601210,"Cabbage with meat soup, home recipe, canned or ready-to-serve",0.27638830507682977
55334594305,"Sun-Maid Yogurt Raisins, Vanilla, 3.05 lb",dried fruit,93301310,Mai Tai,0.2764227642276422
20167901089,"Peeled Snacks, Organic, Much Ado About Mango, 2.8 Oz",dried fruit,54408460,"Pretzels, soft, from frozen, cinnamon sugar coated, sugar, homemade",0.2765467534124251
16519241933,"Sargento, Provolone Natural Cheese Slices, 8 oz",cheese,91731000,"Peanuts, chocolate covered, Goobers, Peanut Clusters",0.27656846699399895
49409260810,"Dove Promises Peanut Butter and Dark Chocolate Candy Bag, 7.61 Oz",chocolate candy,22201110,"Pork steak or cutlet, broiled or baked, lean and fat eaten",0.27659519599174787
25911283940,"Love Crunch Organic Granola, Dark Chocolate Macaroon, 11.5 Oz, Non GMO, Fairtrade, by Nature's Path",cereals,27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",0.276649700161685
30947168743,"Dole California Seedless Raisins, Dried Fruit, Healthy Snack, 12 Oz",dried fruit,19370,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",0.27664984451805075
83416802670,"Fisher Snack Deluxe Mixed Nuts, 24oz Cashews, Almonds, Pecans, Brazil Nuts (No Peanuts)",nuts and seeds,24143210,"Chicken drumstick, stewed, skin eaten, braised, NS as to skin eaten, any source",0.27672623220418946
72456978426,"Cheetos Popcorn, Cheddar, 7 oz Bag",popcorn,1169,"Cheese, low-sodium, cheddar or colby",0.2767538126361656
55477337625,"Kashi GO Breakfast Cereal, Vegan Protein, Fiber Cereal, Peanut Butter Crunch, 13.2oz Box (1 Box)",cereals,14143,"Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine",0.2768877151799688
90746072412,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",meat alternatives,41810200,"Bacon strip, meatless, Morning Star Breakfast Strip, Stripple, meat substitute, vegetarian",0.27708871662360035
45452276072,Dave's Killer Bread Good Seed Organic Bread - 27 oz Loaf,bread,14163,"Beverages, chocolate drink, milk and soy based, ready to drink, fortified",0.2771060478986115
43169534520,"Organic Red Raspberries, 6 oz",fruit,83208500,Korean dressing or marinade,0.277139208173691
90746072412,"MorningStar Farms Veggie Breakfast Meatless Sausage Patties, Plant Based Protein, Frozen Breakfast, Original, 8oz Bag (6 Patties)",meat alternatives,28110370,"Salisbury steak with gravy, macaroni and cheese, vegetable, frozen meal, Budget Gourmet Sirloin Salisbury Steak Dinner",0.27713969662634375
82662680634,"Amazon Brand - Happy Belly Frosted Shredded Wheat Cereal, 18 Ounce",cereals,23203020,"Veal chop, fried, lean and fat eaten, breaded or floured",0.2771851164708309
97317204228,"Trident Seafoods The Ultimate Fish Stick, Frozen, 15 oz",seafood,75208020,"Beets, NS as to form, cooked, with or without fat",0.2772005772005771
28218877070,"York Thins Dark Chocolate Peppermint Pattie Candy, 7.2 Oz",chocolate candy,77141010,"Potato chicken pie, Puerto Rican style, Pastelon de pollo",0.27720569539791506
66295653128,"Land O Lakes Half Stick Salted, Buttery, 8 Ounce",butter,91601000,"Italian Ice, all flavors, NS as to type",0.2772121669180492
37580612045,"Vlasic Deli Style Mild Banana Pepper Rings, Keto Friendly, 12 FL OZ",pickled,41205055,"Layer dip, any number of layers, taco dip, Mexican dip, seven layer dip",0.2772431058535746
14035967338,"Made In Nature Organic Dried Apricots, 6 Oz",dried fruit,99995000,Breading or batter as ingredient in food,0.27726685459243594
50435293413,"365 by WFM, Capers Non Pareil Organic, 2 Ounce",pickled,51113010,"Bread, cinnamon, pre-sliced or not",0.2773799374822392
38155083072,"Organic Valley Large Brown Free Range Organic Eggs, Half Dozen, 6 Count",eggs,72107231,"Collards, frozen, cooked with butter or margarine, collard greens, animal fat, shortening",0.277538475233423
26133210362,"Kellogg's Town House Crackers, Original, Snacks with Cheese, 13.8oz Box",rice cakes,24168011,"Chicken ""wings"" with other sauces or seasoning, from precooked",0.2775482270780292
44800324698,"Califia Farms - Unsweetened Better Half Coffee Creamer, 32 Oz | Half and Half | Coconut Cream and Almond Milk | Dairy Free | Whole30 | Plant Based | Keto | Sugar Free | Shelf Stable",dairy alternatives,25230210,"Ham, prepackaged or deli, luncheon meat, boiled ham, all fat levels - regular, reduced fat, low fat or fat free, lean or extra lean, ham lunch meat, NFS",0.2775508061128882
83416802670,"Fisher Snack Deluxe Mixed Nuts, 24oz Cashews, Almonds, Pecans, Brazil Nuts (No Peanuts)",nuts and seeds,24400010,"Cornish game hen, cooked, skin eaten, NS as to skin eaten, any source",0.277608463527799
84196820463,"Califia Farms Almond Milk, Non Dairy, Plant Based, Nut Milk, Vegan, Non-GMO, Toasted Coconut, 48 Fl Oz, (Pack of 1)",dairy alternatives,56203106,"Oatmeal, instant, plain, made with non-dairy milk, no added fat, instant packet, almond milk, soy milk",0.27768860667705364
20601969984,"Gardein Lightly Breaded Plant-Based Turk'y Cutlets, Vegan, Frozen, 12.3 oz.",meat alternatives,24201120,"Turkey, light meat, roasted, skin not eaten, any source",0.27776953205524646
65925395677,"Orville Redenbacher's Kettle Corn Microwave Popcorn, 3.28 Ounce Classic Bag, 6-Count",popcorn,18096,"Cake, chocolate, commercially prepared with chocolate frosting, in-store bakery",0.2777960436188285
14035967338,"Made In Nature Organic Dried Apricots, 6 Oz",dried fruit,8120,"Cereals, oats, regular and quick, not fortified, dry",0.27780060919595806
20601969984,"Gardein Lightly Breaded Plant-Based Turk'y Cutlets, Vegan, Frozen, 12.3 oz.",meat alternatives,67404070,"Apple yogurt dessert, baby food, strained, Beech-Nut Stage 2",0.2779012345679013
28218877070,"York Thins Dark Chocolate Peppermint Pattie Candy, 7.2 Oz",chocolate candy,73211110,"Sweet potato and pumpkin casserole, Puerto Rican style",0.27790330202610913
27402518947,"DiGiorno Three Meat Frozen Pizza with Rising Crust, 29.8 Ounce",pizza,58106602,"Pizza with meat other than pepperoni, from frozen, thin crust",0.27795875198307785
73428395674,Breyers Classics Ice Cream for a Delicious Frozen Treat Mint Chocolate Chip Made with 100% Grade A Milk & Cream 48 oz,ice cream,54102100,"Graham crackers, reduced fat, Nabisco 100 Calorie Honey Maid Cinnamon Thin Crisps, Nabisco Honey Maid Low Fat Grahams, low fat graham crackers, fat free",0.2779964512420653
83391094476,"Amazon Brand - Happy Belly Cage-Free, Large, White Eggs, 1 Dozen",eggs,57805080,"Rice cereal with apples, baby food, dry, instant, Beech-Nut Stage 2, Gerber",0.2781327160493827
26629143098,"Gardein Ultimate Plant-Based Burger, Vegan, 1/4 lb. Frozen Patties, 2 Count, 8 oz",meat alternatives,21226,"Pizza, meat and vegetable topping, regular crust, frozen, cooked",0.2781990563360295
98272408741,"Lightlife, Tempeh, Three Grain, USDA Organic, 8 oz",meat alternatives,14654,"Beverages, nutritional shake mix, high protein, powder",0.2782010582010582
15851318035,Organic Valley 3 Cheese Organic Finely Shredded Mexican Cheese Blend,cheese,58131523,"Ravioli, cheese-filled, with tomato sauce, canned, Chef Boyardee Cheese Ravioli",0.2782233468371258
95926363745,"Nature Valley Chewy Granola Bars, Protein Variety Pack, Gluten Free, 21.3 oz, 15 ct",bars,51106010,"Bread, native, water, Puerto Rican style, Pan de agua, Pan Criollo",0.27822806377023246
82286324341,"Earth Balance Mindful Dressing & Sandwich Spread, Made With Olive Oil, 16 oz.",butter,27520390,"Ham and cheese submarine sandwich, with lettuce, tomato and spread",0.27823346244398883
86348272313,"Coffee Mate Original Creamer, Fat-Free, 16 oz",dairy alternatives,18451,"Cake, pound, commercially prepared, fat-free",0.27828282828282835
66295653128,"Land O Lakes Half Stick Salted, Buttery, 8 Ounce",butter,27451060,"Octopus salad, Puerto Rican style, Ensalada de pulpo",0.2783119658119658
65925395677,"Orville Redenbacher's Kettle Corn Microwave Popcorn, 3.28 Ounce Classic Bag, 6-Count",popcorn,27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",0.2784110097939887
90524339648,"Califia Farms - Oat Milk, Original Barista Blend, 32 Oz | Dairy Free | Creamer | Vegan | Plant Based | Gluten-Free | Non-GMO | Shelf Stable",dairy alternatives,75311028,"Classic mixed vegetables, frozen, cooked with butter or margarine, corn, carrots, peas, green beans, and lima beans, animal fat, shortening",0.2784367100913865
55477337625,"Kashi GO Breakfast Cereal, Vegan Protein, Fiber Cereal, Peanut Butter Crunch, 13.2oz Box (1 Box)",cereals,55301050,"French toast sticks, plain, from home, store, or other place (excluding frozen)",0.2784561701216902
95926363745,"Nature Valley Chewy Granola Bars, Protein Variety Pack, Gluten Free, 21.3 oz, 15 ct",bars,28351160,"Codfish, rice, and vegetable soup, Puerto Rican style, Sopa de Bacalao, arroz y vegetales",0.2784742618086742
94368536591,"Organic Strawberries, 1 lb",fruit,81103080,"Margarine-oil blend, tub",0.2784900284900286
67949795212,"Nature's Path Organic Granola Cereal, Chia Plus Coconut Chia, 12.34 Oz",cereals,58156210,"Rice with vienna sausage, Puerto Rican style, Arroz con salchichas",0.2784992784992786
41398329682,"ACME, Nova Smoked Salmon, Pre-sliced, 4 oz",seafood,51501020,"Bread, oatmeal, toasted, pre-sliced or not",0.27852182539682546
38338913106,"Ocean Spray Craisins Dried Cranberries, Reduced Sugar, 20 Ounce",dried fruit,4686,"Salad dressing, honey mustard dressing, reduced calorie",0.27855051550703736
16519241933,"Sargento, Provolone Natural Cheese Slices, 8 oz",cheese,27251010,"Stewed salmon, Puerto Rican style, Salmon guisado",0.27868076500295347
26629143098,"Gardein Ultimate Plant-Based Burger, Vegan, 1/4 lb. Frozen Patties, 2 Count, 8 oz",meat alternatives,51106010,"Bread, native, water, Puerto Rican style, Pan de agua, Pan Criollo",0.2787229015299191
33986409144,"Lucky Charms, Marshmallow Breakfast Cereal with Unicorns, Gluten Free, 14.9 oz",cereals,11519210,"Strawberry milk, reduced sugar, vanilla, flavors other than chocolate",0.2787346711259755
57269697112,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 3.29 Oz, 6 count",popcorn,77316010,"Stuffed cabbage, with meat, Puerto Rican style, Repollo relleno con carne",0.27876993038401077
12673368094,Dave’s Killer Bread Organic White Bread Done Right - 24 oz Loaf,bread,27564040,"Frankfurter or hot dog sandwich, NFS, plain, on whole grain white bread",0.2788131925455869
85143029209,"Green Giant Mushrooms Pieces & Stems, 4 Ounce Can",pickled,36633,"Restaurant, Chinese, sesame chicken",0.27882378757954807
20260000869,"Orville Redenbacher's Original Gourmet White Popcorn Kernels, 30 Ounce",popcorn,11594,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",0.2788592951304816
99614992412,"Chobani Greek Yogurt Flip, Almond Coco Loco, 5.3 oz",yogurt,58161200,"Rice, cooked with coconut milk, Arroz con coco",0.27890324703489333
55812562111,"Native Forest Artichoke Hearts, Quartered, 14 Ounces",pickled,71200130,"Potato chips, cheese flavored, regular or kettle cut",0.2789987789987789
12673368094,Dave’s Killer Bread Organic White Bread Done Right - 24 oz Loaf,bread,27564110,"Frankfurter or hot dog sandwich, beef, plain, on multigrain bread",0.2790394790394791
91682031543,"Simple Mills Almond Flour Pancake Mix & Waffle Mix, Gluten Free, Made with whole foods, (Packaging May Vary)",baking mixes,11710673,"Infant formula, powder, made with water, NFS (Enfamil Gentlease), Enfamil Gentlease Lipil",0.2790902397643972
68409557673,"Amazon Brand - Happy Belly Shredded Mozzarella Cheese, Low Moisture Part-Skim Milk, 8 Ounce",cheese,51101050,"Bread, white, made from home recipe or purchased at a bakery, not pre-sliced",0.2791270656549525
76780989721,"Planters NUT-rition Energy Mix With Dried Cranberries, Lightly Salted, 5.5 oz Bag",nuts and seeds,11720801,"Infant formula, ready-to-feed (Store brand Soy), Parents' Choice, Ultra Bright Beginnings",0.27920845130950145
39420438060,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",meat alternatives,33001010,"Egg substitute, omelet, scrambled, or fried, fat added, Egg Beaters",0.27933465640830457
82286324341,"Earth Balance Mindful Dressing & Sandwich Spread, Made With Olive Oil, 16 oz.",butter,26118044,"Halibut, coated, fried, made with cooking spray, fried, NS as to coating",0.27935020096037044
66295653128,"Land O Lakes Half Stick Salted, Buttery, 8 Ounce",butter,23203100,"Veal chop, broiled, NS as to fat eaten",0.2793687650498796
98865196276,"Trans-Ocean Products, Crab Classic Flake, 8 oz",seafood,25031,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",0.27936953182394997
84101224008,"SeaPak Shrimp Spring Rolls, Whole Shrimp & Crisp Vegetables Rolled in Crunchy Wrappers with Sweet Thai Chili Dipping Sauce, 20 Ounces (Frozen)",seafood,27564540,"Frankfurter or hot dog sandwich, with meatless chili, on whole grain white bread, chili dog, all meats / poultry, vegetarian chili",0.27942972520437315
57381817786,"Thai Kitchen Gluten Free Unsweetened Coconut Cream, 13.66 fl oz",dairy alternatives,28143170,"Chicken in cream sauce with noodles and vegetable, frozen meal",0.2794945935363393
96169037393,Natures Own Honey Wheat Bread Sliced Loaf - 20 oz Bag,bread,27235750,Veal and noodles with cream or white sauce,0.27953728661275834
60584568912,"Breyers Original Ice Cream for a Delicious Dessert Natural Vanilla Made with 100% Grade A Milk & Cream, Sustainably-Farmed Vanilla 48 oz",ice cream,77316510,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style, Repollo relleno con carne y con arroz, Arabe Mihsy Melful",0.2795909182273415
29798384820,"Gardein Teriyaki Plant-Based Chick'n Strips, Vegan, Frozen, 10.5 oz.",meat alternatives,75340010,"Asian stir fry vegetables, cooked, no added fat, cooking spray",0.27963071084513214
60981974519,"Amazon Brand - Happy Belly Rice Biscuits Cereal, 12 Ounce",cereals,27213420,"Porcupine balls with mushroom sauce, beef and rice balls",0.27964839635320193
42320453139,"Breyers Ice Cream, Chocolate Snack Cups, 3 oz, 10 ct",ice cream,13110110,"Ice cream, chocolate, in a cup, scoop",0.2796665443724268
69193524620,"Reese Non Pareil Capers, 3.5 Oz",pickled,91734200,Reese's Pieces,0.2796979006656426
85223028183,"Cheez-It Gripz, Tiny Baked Snack Cheese Crackers, Original, Great for On-the-Go, 12.6oz Box (14 Count)",rice cakes,24132231,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten, roasted from raw, any source",0.27976079672375276
38338913106,"Ocean Spray Craisins Dried Cranberries, Reduced Sugar, 20 Ounce",dried fruit,58155810,"Stewed rice, Puerto Rican style, red rice, Arroz guisado",0.2797619047619049
72493373782,"Ocean Spray Craisins Dried Cranberries, 6 Ounce Resealable Bag",dried fruit,55310100,"Fried bread, Puerto Rican style, Torrejas gallegas, Galician fritters",0.27976983307899717
85223028183,"Cheez-It Gripz, Tiny Baked Snack Cheese Crackers, Original, Great for On-the-Go, 12.6oz Box (14 Count)",rice cakes,27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",0.27983102183963016
22398053712,"Made in Nature Organic Dried Fruit, Mangoes, 3oz Bag – Non-GMO, Unsulfured Vegan Snack",dried fruit,27347220,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",0.279917212312787
67022594251,"Land O Lakes with Olive Oil and Sea Salt, Butter 13 Ounce",butter,23200100,"Veal, NS as to cut, cooked, NS as to fat eaten",0.2799194195075202
13630365331,"Vital Farms 18 Pasture-Raised Eggs, Large, Brown, Grade A, Certified Humane, 1.5 Dozen",eggs,26141140,"Sea bass, coated, fried, fried, NS as to coating, grouper, striped bass, wreakfish, bass. NFS",0.2799323019160588
68570276940,NATIERRA Nature's All Foods Organic Freeze-Dried Mangoes | Non-GMO & Vegan| 1.5 Ounce,dried fruit,27410210,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",0.2799575575226385
32635111070,"MorningStar Farms Veggie Burgers, Plant Based Protein, Frozen Meal, Spicy Black Bean, 9.5oz Bag (4 Burgers)",meat alternatives,14620310,"Topping from vegetable pizza, cheese, tomato sauce, and vegetables from pizza crust of any thickness",0.2800273993168938
26629143098,"Gardein Ultimate Plant-Based Burger, Vegan, 1/4 lb. Frozen Patties, 2 Count, 8 oz",meat alternatives,51301820,"Bagel, wheat, with fruit and nuts, California Energy Bar, Bagel Thins",0.28008709602093695
76780989721,"Planters NUT-rition Energy Mix With Dried Cranberries, Lightly Salted, 5.5 oz Bag",nuts and seeds,51161280,"Pan Dulce, with raisins and icing, Piedra, Mexican sweet bread, sweet roll",0.28009281683116816
76780989721,"Planters NUT-rition Energy Mix With Dried Cranberries, Lightly Salted, 5.5 oz Bag",nuts and seeds,51180080,"Bagel, with fruit other than raisins, blueberry bagels, Bagel Thins",0.2800956232482811
93780251167,"Dream Blends Rice Drink, Enriched Vanilla, 32 oz",dairy alternatives,11575,"Turnip greens, frozen, cooked, boiled, drained, without salt",0.28018292682926826
47071223397,"Organic Kale, One Bunch",vegetables,27146350,"Orange chicken, Lemon chicken",0.28025987006496755
20601969984,"Gardein Lightly Breaded Plant-Based Turk'y Cutlets, Vegan, Frozen, 12.3 oz.",meat alternatives,24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten, any source",0.28026658032486107
68409557673,"Amazon Brand - Happy Belly Shredded Mozzarella Cheese, Low Moisture Part-Skim Milk, 8 Ounce",cheese,51000180,"Bread, made from home recipe or purchased at a bakery, NS as to major flour, not pre-sliced",0.2802699583521502
44683267639,"Vega 20g Protein Bar High- Plant Based, Vegetarian, Chocolate Peanut Butter, 2.5 Ounce (Pack of 12)",bars,14620310,"Topping from vegetable pizza, cheese, tomato sauce, and vegetables from pizza crust of any thickness",0.2803179947624391
82662680634,"Amazon Brand - Happy Belly Frosted Shredded Wheat Cereal, 18 Ounce",cereals,58160154,"Black beans and white rice, all types of rice except brown",0.2803247997213515
49409260810,"Dove Promises Peanut Butter and Dark Chocolate Candy Bag, 7.61 Oz",chocolate candy,22101100,"Pork chop, broiled or baked, NS as to fat eaten",0.2803938378406463
89469664340,"Amazon Brand - Happy Belly Powdered Non-dairy Original Coffee Creamer, 16 Ounce",dairy alternatives,27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",0.280428847378247
24232496245,"Birch Benders Pancake and Waffle Mix with Whey, Protein, 16 Oz",baking mixes,58160150,"Kidney beans and white rice, red, all types of rice except brown",0.28044288952139995
77356634082,"Coffee Mate French Vanilla, Sugar-Free Powdered Coffee Creamer, 10.2 oz",dairy alternatives,12210440,"Coffee creamer,powder, fat free, flavored, light, lite, Coffee Mate, low fat, Carnation",0.28044499646582466
14407140192,"Acme Smoked Fish, Cold Nova Salmon Snacks, 8 oz",seafood,11511000,"Chocolate milk, NFS, NS as to milk or drink",0.2804552201880258
83391094476,"Amazon Brand - Happy Belly Cage-Free, Large, White Eggs, 1 Dozen",eggs,32028,"Turnover, filled with egg, meat and cheese, frozen",0.28053030303030313
48668732150,M&M'S Milk Chocolate MINIS Candy 3-lb. Bulk Candy Bag,chocolate candy,91700500,M&M's Almond Chocolate Candies,0.2806454028152142
33536527926,Snickers Minis Size Chocolate Candy Bars 40-Ounce Bag,chocolate candy,27212120,Chili con carne with beans and macaroni,0.2807289146911789
48020515969,"HEALTH WARRIOR Chia Bars, Acai Berry, Gluten Free, Vegan",chocolate candy,55310100,"Fried bread, Puerto Rican style, Torrejas gallegas, Galician fritters",0.28083505866114566
71919590402,Ben & Jerry's Non-Dairy Frozen Dessert Peanut Butter and Cookies Certified vegan ice cream 16 oz,ice cream,28145100,"Turkey with gravy, dressing, vegetable and fruit, diet frozen meal, Healthy Choice Breast of Turkey Dinner",0.2809054468514638
56581294880,"Almond Breeze Blue Diamond, Almond milk, Lactose free, Vanila, 64 Oz",dairy alternatives,17157,"Game meat, bison, separable lean only, cooked, roasted",0.28090958605664484
